45,0.0002
46,0.0007
61,0.0011
69,0.0016
70,0.0021
74,0.0026
74,0.0031
74,0.0035
75,0.0039
75,0.0043
75,0.0048
75,0.0051
75,0.0055
75,0.0059
75,0.0063
75,0.0066
75,0.0070
75,0.0073
75,0.0077
75,0.0081
75,0.0085
75,0.0089
75,0.0093
75,0.0097
75,0.0101
75,0.0104
75,0.0108
75,0.0112
75,0.0115
75,0.0119
75,0.0123
75,0.0126
75,0.0129
75,0.0133
75,0.0137
75,0.0140
75,0.0143
75,0.0147
75,0.0150
75,0.0154
75,0.0157
75,0.0160
75,0.0164
75,0.0167
75,0.0171
75,0.0174
75,0.0177
75,0.0180
75,0.0184
75,0.0187
75,0.0191
75,0.0194
75,0.0198
75,0.0202
75,0.0205
75,0.0209
75,0.0212
75,0.0216
75,0.0220
75,0.0223
75,0.0227
75,0.0231
75,0.0234
75,0.0238
75,0.0241
75,0.0245
75,0.0249
75,0.0253
75,0.0257
75,0.0262
75,0.0266
75,0.0269
75,0.0273
75,0.0277
75,0.0281
75,0.0285
75,0.0288
75,0.0292
75,0.0296
75,0.0300
75,0.0304
75,0.0308
75,0.0312
75,0.0315
75,0.0319
75,0.0323
75,0.0327
75,0.0331
75,0.0335
75,0.0338
75,0.0342
75,0.0346
75,0.0349
75,0.0353
75,0.0357
75,0.0360
75,0.0364
75,0.0367
75,0.0371
75,0.0375
75,0.0378
75,0.0383
75,0.0387
75,0.0390
75,0.0394
75,0.0398
75,0.0401
75,0.0405
75,0.0409
75,0.0412
75,0.0416
75,0.0420
75,0.0424
75,0.0427
75,0.0431
75,0.0435
75,0.0438
75,0.0442
75,0.0446
75,0.0449
75,0.0453
75,0.0457
75,0.0461
75,0.0464
75,0.0468
75,0.0472
75,0.0476
75,0.0479
75,0.0483
75,0.0487
75,0.0491
79,0.0495
79,0.0500
80,0.0504
80,0.0507
81,0.0512
81,0.0516
81,0.0520
81,0.0524
81,0.0528
81,0.0532
81,0.0535
81,0.0539
81,0.0543
81,0.0547
81,0.0551
81,0.0555
81,0.0558
81,0.0562
82,0.0567
82,0.0571
82,0.0575
82,0.0579
82,0.0582
82,0.0587
82,0.0590
82,0.0594
82,0.0599
82,0.0603
82,0.0606
82,0.0611
82,0.0615
82,0.0619
82,0.0623
82,0.0628
82,0.0631
82,0.0635
82,0.0639
82,0.0642
82,0.0646
82,0.0649
82,0.0653
82,0.0656
82,0.0659
82,0.0663
82,0.0667
82,0.0671
82,0.0674
82,0.0677
82,0.0680
82,0.0684
82,0.0687
82,0.0691
82,0.0694
82,0.0697
82,0.0701
82,0.0705
82,0.0709
82,0.0712
82,0.0716
82,0.0720
82,0.0723
82,0.0727
82,0.0731
82,0.0734
82,0.0738
82,0.0742
82,0.0745
82,0.0749
82,0.0753
82,0.0757
82,0.0761
82,0.0764
82,0.0768
82,0.0771
82,0.0775
82,0.0778
82,0.0782
82,0.0786
82,0.0790
82,0.0794
82,0.0798
82,0.0801
82,0.0805
82,0.0809
82,0.0812
82,0.0815
82,0.0819
82,0.0822
82,0.0826
82,0.0830
82,0.0833
82,0.0837
82,0.0841
82,0.0844
82,0.0848
82,0.0851
82,0.0856
82,0.0859
82,0.0863
82,0.0866
82,0.0871
82,0.0874
82,0.0878
82,0.0882
82,0.0886
82,0.0890
82,0.0894
82,0.0897
82,0.0902
82,0.0906
82,0.0910
82,0.0913
82,0.0916
82,0.0919
82,0.0923
82,0.0926
82,0.0930
82,0.0933
82,0.0937
82,0.0940
82,0.0943
82,0.0947
82,0.0950
82,0.0953
82,0.0957
82,0.0960
82,0.0964
82,0.0967
82,0.0971
82,0.0974
82,0.0977
82,0.0981
82,0.0984
82,0.0988
82,0.0992
82,0.0996
82,0.1000
82,0.1003
82,0.1007
82,0.1011
82,0.1014
82,0.1018
82,0.1022
82,0.1026
82,0.1029
82,0.1033
82,0.1036
82,0.1040
82,0.1044
82,0.1047
82,0.1051
82,0.1055
82,0.1058
82,0.1062
82,0.1065
82,0.1069
82,0.1072
82,0.1076
82,0.1080
82,0.1083
82,0.1086
82,0.1090
82,0.1094
82,0.1097
82,0.1101
82,0.1105
82,0.1108
82,0.1112
82,0.1116
82,0.1119
82,0.1123
82,0.1127
82,0.1131
82,0.1134
82,0.1138
82,0.1141
82,0.1144
82,0.1148
82,0.1151
82,0.1155
82,0.1159
82,0.1162
82,0.1166
82,0.1170
82,0.1173
82,0.1178
82,0.1181
82,0.1186
82,0.1189
82,0.1193
82,0.1197
82,0.1200
82,0.1204
82,0.1208
82,0.1211
